,ID,Fuel Type Code,Access Code,Geocode Status,Latitude,Longitude,City,State,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Connector Types,EV Pricing,CNG Dispenser Num,LPG Nozzle Types
46046,180112,ELEC,public,GPS,42.901752,-78.867471,Buffalo,NY,,2.0,,J1772,,,
46047,180113,ELEC,public,GPS,42.901752,-78.867526,Buffalo,NY,,2.0,,J1772,,,
46048,180114,ELEC,public,GPS,42.901631,-78.867483,Buffalo,NY,,2.0,,J1772,,,
46049,180115,ELEC,public,GPS,42.901631,-78.867552,Buffalo,NY,,2.0,,J1772,,,
46050,180116,ELEC,public,GPS,42.901642,-78.867333,Buffalo,NY,,2.0,,J1772,,,
46051,180117,ELEC,public,GPS,42.901762,-78.867248,Buffalo,NY,,2.0,,J1772,,,
46052,180118,ELEC,public,GPS,42.901748,-78.867401,Buffalo,NY,,2.0,,J1772,,,
46053,180119,ELEC,public,GPS,42.901754,-78.867332,Buffalo,NY,,2.0,,J1772,,,
46054,180120,ELEC,public,GPS,42.901637,-78.867398,Buffalo,NY,,2.0,,J1772,,,
46055,180121,ELEC,public,GPS,42.901637,-78.867194,Buffalo,NY,,2.0,,J1772,,,
46056,180122,ELEC,public,GPS,42.90175,-78.867178,Buffalo,NY,,2.0,,J1772,,,
46057,180124,ELEC,public,GPS,43.992677,-75.932725,Watertown,NY,,1.0,,J1772,,,
46058,180125,ELEC,public,GPS,41.027322,-73.778019,White Plains,NY,,2.0,,J1772,,,
46059,180126,ELEC,public,GPS,42.91782,-78.83437,Buffalo,NY,,2.0,,J1772,,,
46060,180127,ELEC,public,GPS,40.812187,-72.643448,Westhampton Beach,NY,,2.0,,J1772,,,
46061,180130,ELEC,public,GPS,43.153633,-75.965896,Bridgeport,NY,,2.0,,J1772,,,
46062,180131,ELEC,public,GPS,43.157705,-77.607046,Rochester,NY,,2.0,,J1772,,,
46063,180132,ELEC,public,GPS,43.157689,-77.607116,Rochester,NY,,2.0,,J1772,,,
46064,180133,ELEC,public,GPS,40.728081,-73.330953,North Babylon,NY,,1.0,,J1772,,,
46065,180134,ELEC,public,GPS,40.725435,-73.331381,North Babylon,NY,,1.0,,J1772,,,
46066,180135,ELEC,public,GPS,40.63372,-73.333732,Babylon,NY,,1.0,,J1772,,,
46067,180136,ELEC,public,GPS,40.656884,-73.396359,Amityville,NY,,1.0,,J1772,,,
46068,180139,ELEC,public,GPS,40.773069,-73.875169,Flushing,NY,,1.0,,J1772,,,
46069,180140,ELEC,public,GPS,40.772972,-73.875608,Flushing,NY,,1.0,,J1772,,,
46070,180141,ELEC,public,GPS,40.772977,-73.875474,East Elmhurst,NY,,1.0,,J1772,,,
46071,180142,ELEC,public,GPS,43.307855,-73.644584,Glens Falls,NY,,2.0,,J1772,,,
46072,180143,ELEC,public,GPS,43.307923,-73.64459,Glens Falls,NY,,2.0,,J1772,,,
46073,180144,ELEC,public,GPS,40.904197,-73.134755,Stony Brook,NY,,2.0,,J1772,,,
46074,180145,ELEC,public,GPS,41.94795,-73.996324,Kingston,NY,,2.0,,J1772,,,
46075,180146,ELEC,public,GPS,41.948007,-73.99633,Kingston,NY,,2.0,,J1772,,,
46076,180147,ELEC,public,GPS,42.024254,-76.41074,Nichols,NY,,2.0,,J1772,,,
46077,180148,ELEC,public,GPS,43.210108,-77.597875,Rochester,NY,,2.0,,J1772,,,
46078,180149,ELEC,public,GPS,42.969166,-76.845266,Waterloo,NY,,2.0,,J1772,,,
46079,180150,ELEC,public,GPS,41.031149,-73.774641,White Plains,NY,,2.0,,J1772,,,
46080,180151,ELEC,public,GPS,43.08615,-77.673358,Rochester,NY,,2.0,,J1772,,,
46081,180152,ELEC,public,GPS,43.086199,-77.67336,Rochester,NY,,2.0,,J1772,,,
46082,180153,ELEC,public,GPS,43.086112,-77.673738,Rochester,NY,,2.0,,J1772,,,
46083,180154,ELEC,public,GPS,40.921556,-72.716716,Riverhead,NY,,2.0,,J1772,,,
46084,180155,ELEC,public,GPS,40.921549,-72.716822,Riverhead,NY,,2.0,,J1772,,,
46085,180156,ELEC,public,GPS,40.919684,-72.712696,Riverhead,NY,,2.0,,J1772,,,
46086,180157,ELEC,public,GPS,40.921562,-72.716642,Riverhead,NY,,2.0,,J1772,,,
46087,180158,ELEC,public,GPS,40.919684,-72.712499,Riverhead,NY,,2.0,,J1772,,,
46088,180161,ELEC,public,GPS,40.762397,-73.305471,Deer Park,NY,,2.0,,J1772,,,
46089,180162,ELEC,public,GPS,40.762401,-73.305747,Deer Park,NY,,2.0,,J1772,,,
46090,180163,ELEC,public,GPS,40.762395,-73.305358,Deer Park,NY,,2.0,,J1772,,,
46091,180164,ELEC,public,GPS,40.762403,-73.305586,Deer Park,NY,,2.0,,J1772,,,
46092,180165,ELEC,public,GPS,40.762405,-73.30583,Deer Park,NY,,2.0,,J1772,,,
46093,180166,ELEC,public,GPS,40.770752,-73.866327,New York,NY,,2.0,,J1772,,,
46094,180167,ELEC,public,GPS,40.835898,-73.37401,Huntington Station,NY,,,1.0,J1772COMBO,,,
46095,180168,ELEC,public,GPS,43.209982,-77.598466,Rochester,NY,,2.0,,J1772,,,
46096,180169,ELEC,public,GPS,40.917206,-73.127283,Stony Brook,NY,,2.0,,J1772,,,
46097,180170,ELEC,public,GPS,41.913092,-74.01471,Kingston,NY,,2.0,,J1772,,,
46375,180610,ELEC,public,GPS,41.16372,-73.204221,Bridgeport,CT,,2.0,,J1772,,,
46376,180611,ELEC,public,GPS,41.251059,-73.099223,Stratford,CT,,2.0,,J1772,,,
46377,180612,ELEC,public,GPS,41.251065,-73.099287,Stratford,CT,,2.0,,J1772,,,
46378,180613,ELEC,public,GPS,41.251043,-73.099169,Stratford,CT,,2.0,,J1772,,,
46379,180614,ELEC,public,GPS,41.247356,-73.099335,Stratford,CT,,2.0,,J1772,,,
46380,180615,ELEC,public,GPS,41.247342,-73.099275,Stratford,CT,,2.0,,J1772,,,
46381,180616,ELEC,public,GPS,41.247333,-73.099219,Stratford,CT,,2.0,,J1772,,,
46397,180632,ELEC,public,GPS,42.265026,-72.66936,Easthampton,MA,,2.0,,J1772,,,
46398,180633,ELEC,public,GPS,42.683434,-73.76655,Albany,NY,,2.0,,J1772,,,
46399,180634,ELEC,public,GPS,42.68346,-73.76684,Albany,NY,,2.0,,J1772,,,
46400,180635,ELEC,public,GPS,42.68342,-73.76665,Albany,NY,,2.0,,J1772,,,
46401,180636,ELEC,public,GPS,42.683434,-73.76678,Albany,NY,,2.0,,J1772,,,
46415,180650,ELEC,public,GPS,42.523152,-71.044756,Wakefield,MA,,2.0,,J1772,,,
46417,180652,ELEC,public,GPS,42.68995,-71.195335,Andover,MA,,2.0,,J1772,,,
46418,180653,ELEC,public,GPS,42.692547,-71.19565,Andover,MA,,2.0,,J1772,,,
46419,180654,ELEC,public,GPS,42.69256,-71.19576,Andover,MA,,2.0,,J1772,,,
46420,180655,ELEC,public,GPS,42.69255,-71.19571,Andover,MA,,2.0,,J1772,,,
46424,180659,ELEC,public,GPS,41.490822,-71.318005,Newport,RI,,2.0,,J1772,,,
46425,180660,ELEC,public,GPS,41.490853,-71.318071,Newport,RI,,2.0,,J1772,,,
46428,180665,ELEC,public,GPS,42.254086,-71.80527,Worcester,MA,,2.0,,J1772,,,
46429,180666,ELEC,public,GPS,42.25411,-71.80531,Worcester,MA,,2.0,,J1772,,,
46430,180667,ELEC,public,GPS,42.254157,-71.805319,Worcester,MA,,2.0,,J1772,,,
46431,180668,ELEC,public,GPS,42.254162,-71.805293,Worcester,MA,,2.0,,J1772,,,
46432,180669,ELEC,public,GPS,42.779479,-78.781172,Orchard Park,NY,,1.0,,J1772,,,
46433,180671,ELEC,public,GPS,42.779404,-78.781359,Orchard Park,NY,,1.0,,J1772,,,
46434,180673,ELEC,public,GPS,42.779439,-78.781273,Orchard Park,NY,,1.0,,J1772,,,
46487,180741,ELEC,public,GPS,43.258197,-77.69913,Rochester,NY,,2.0,,J1772,,,
46571,180832,ELEC,public,GPS,42.614954,-73.697103,East Greenbush,NY,,2.0,,J1772,,,
46583,180844,ELEC,public,GPS,43.153015,-77.734535,Rochester,NY,,2.0,,J1772,,,
46604,180868,ELEC,public,GPS,42.35605,-71.0555,Boston,MA,,2.0,,J1772,,,
46605,180869,ELEC,public,GPS,42.35615,-71.05554,Boston,MA,,2.0,,J1772,,,
46606,180870,ELEC,public,GPS,42.356094,-71.05554,Boston,MA,,2.0,,J1772,,,
46607,180871,ELEC,public,GPS,42.35614,-71.05554,Boston,MA,,2.0,,J1772,,,
46608,180872,ELEC,public,GPS,42.356174,-71.05555,Boston,MA,,2.0,,J1772,,,
46609,180873,ELEC,public,GPS,42.356136,-71.055491,Boston,MA,,2.0,,J1772,,,
46610,180874,ELEC,public,GPS,42.35618,-71.05557,Boston,MA,,2.0,,J1772,,,
46611,180875,ELEC,public,GPS,42.356167,-71.05554,Boston,MA,,2.0,,J1772,,,
46612,180876,ELEC,public,GPS,42.356064,-71.05554,Boston,MA,,2.0,,J1772,,,
46613,180877,ELEC,public,GPS,42.356136,-71.055534,Boston,MA,,2.0,,J1772,,,
46614,180878,ELEC,public,GPS,42.356133,-71.05552,Boston,MA,,2.0,,J1772,,,
46615,180879,ELEC,public,GPS,43.076122,-75.169136,Frankfort,NY,,1.0,,J1772,,,
46616,180880,ELEC,public,GPS,43.07611,-75.16907,Frankfort,NY,,1.0,,J1772,,,
46617,180881,ELEC,public,GPS,43.07612,-75.16907,Frankfort,NY,,1.0,,J1772,,,
46618,180882,ELEC,public,GPS,42.657418,-73.838337,Slingerlands,NY,,2.0,,J1772,,,
46624,180888,ELEC,public,GPS,42.591263,-70.976875,Danvers,MA,,2.0,,J1772,,,
46625,180889,ELEC,public,GPS,42.764454,-73.81441,Latham,NY,,2.0,,J1772,,,
46626,180890,ELEC,public,GPS,42.764626,-73.81445,Latham,NY,,2.0,,J1772,,,
46627,180891,ELEC,public,GPS,42.764587,-73.814445,Latham,NY,,2.0,,J1772,,,
46641,180907,ELEC,public,GPS,42.505684,-70.895294,Salem,MA,,2.0,,J1772,,,
46642,180908,ELEC,public,GPS,42.505703,-70.895355,Salem,MA,,2.0,,J1772,,,
46643,180909,ELEC,public,GPS,42.5056,-70.89506,Salem,MA,,2.0,,J1772,,,
46644,180910,ELEC,public,GPS,42.505733,-70.895424,Salem,MA,,2.0,,J1772,,,
46645,180911,ELEC,public,GPS,42.50567,-70.89525,Salem,MA,,2.0,,J1772,,,
46658,180927,ELEC,public,GPS,42.521095,-71.042164,Wakefield,MA,,2.0,,J1772,,,
46676,180950,ELEC,public,GPS,41.30639,-72.94048,New Haven,CT,,2.0,,J1772,,,
46677,180951,ELEC,public,GPS,41.30639,-72.94054,New Haven,CT,,2.0,,J1772,,,
46678,180952,ELEC,public,GPS,41.306396,-72.94046,New Haven,CT,,2.0,,J1772,,,
46681,180955,ELEC,public,GPS,40.070403,-75.826162,Honey Brook,PA,,2.0,,J1772,,,
46697,180973,ELEC,public,GPS,41.744058,-71.46109,Cranston,RI,,2.0,,J1772,,,
46700,180976,ELEC,public,GPS,42.361396,-71.601,Marlborough,MA,,2.0,,J1772,,,
46701,180977,ELEC,public,GPS,42.360935,-71.603013,Marlborough,MA,,2.0,,J1772,,,
46706,180984,ELEC,public,GPS,43.051903,-76.180115,Syracuse,NY,,1.0,,J1772,,,
46707,180985,ELEC,public,GPS,43.05191,-76.18012,Syracuse,NY,,1.0,,J1772,,,
46708,180987,ELEC,public,GPS,41.674356,-71.5037,West Warwick,RI,,2.0,,J1772,,,
46711,180990,ELEC,public,GPS,43.013306,-76.08437,Jamesville,NY,,1.0,,J1772,,,
46712,180991,ELEC,public,GPS,43.013283,-76.084335,Jamesville,NY,,1.0,,J1772,,,
46722,181003,ELEC,public,GPS,42.62624,-73.75831,Albany,NY,,2.0,,J1772,,,
46723,181004,ELEC,public,GPS,42.626225,-73.75818,Albany,NY,,2.0,,J1772,,,
46724,181005,ELEC,public,GPS,42.135459,-75.912774,Binghamton,NY,,2.0,,J1772,,,
46725,181006,ELEC,public,GPS,42.135464,-75.912721,Binghamton,NY,,2.0,,J1772,,,
46737,181021,ELEC,public,GPS,40.28227,-74.73331,Lawrence Township,NJ,,1.0,,J1772,,,
46757,181041,ELEC,public,GPS,41.741203,-71.308014,Barrington,RI,,,1.0,CHADEMO J1772COMBO,,,
46785,181070,ELEC,public,GPS,42.518562,-70.89428,Salem,MA,,2.0,,J1772,,,
46795,181081,ELEC,public,GPS,42.372446,-71.074474,Cambridge,MA,,2.0,,J1772,,,
46796,181082,ELEC,public,GPS,42.37243,-71.074567,Cambridge,MA,,2.0,,J1772,,,
46797,181083,ELEC,public,GPS,42.372448,-71.074423,Cambridge,MA,,2.0,,J1772,,,
46798,181084,ELEC,public,GPS,42.372415,-71.07451,Cambridge,MA,,2.0,,J1772,,,
46799,181085,ELEC,public,GPS,42.372412,-71.074358,Cambridge,MA,,2.0,,J1772,,,
46800,181086,ELEC,public,GPS,42.37241,-71.074307,Cambridge,MA,,2.0,,J1772,,,
46801,181087,ELEC,public,GPS,42.372411,-71.074277,Cambridge,MA,,2.0,,J1772,,,
46802,181088,ELEC,public,GPS,42.372453,-71.074392,Cambridge,MA,,2.0,,J1772,,,
46803,181089,ELEC,public,GPS,42.372457,-71.074368,Cambridge,MA,,2.0,,J1772,,,
46804,181090,ELEC,public,GPS,42.372421,-71.074537,Cambridge,MA,,2.0,,J1772,,,
46805,181091,ELEC,public,GPS,42.372462,-71.074342,Cambridge,MA,,2.0,,J1772,,,
46806,181092,ELEC,public,GPS,42.372473,-71.074313,Cambridge,MA,,2.0,,J1772,,,
46807,181093,ELEC,public,GPS,42.372458,-71.074494,Cambridge,MA,,2.0,,J1772,,,
46808,181094,ELEC,public,GPS,42.372468,-71.074512,Cambridge,MA,,2.0,,J1772,,,
46809,181095,ELEC,public,GPS,42.372406,-71.074473,Cambridge,MA,,2.0,,J1772,,,
46810,181096,ELEC,public,GPS,42.372485,-71.074539,Cambridge,MA,,2.0,,J1772,,,
46811,181097,ELEC,public,GPS,42.372494,-71.074565,Cambridge,MA,,2.0,,J1772,,,
46812,181098,ELEC,public,GPS,42.362827,-71.083457,Cambridge,MA,,2.0,,J1772,,,
46813,181099,ELEC,public,GPS,42.362782,-71.083538,Cambridge,MA,,2.0,,J1772,,,
46814,181100,ELEC,public,GPS,42.363096,-71.083599,Cambridge,MA,,2.0,,J1772,,,
46815,181101,ELEC,public,GPS,42.362783,-71.083636,Cambridge,MA,,2.0,,J1772,,,
46816,181102,ELEC,public,GPS,42.362987,-71.083806,Cambridge,MA,,2.0,,J1772,,,
46820,181106,ELEC,public,GPS,42.68139,-73.768394,Albany,NY,,2.0,,J1772,,,
46821,181107,ELEC,public,GPS,42.681602,-73.768196,Albany,NY,,2.0,,J1772,,,
46822,181108,ELEC,public,GPS,42.681545,-73.768265,Albany,NY,,2.0,,J1772,,,
46823,181109,ELEC,public,GPS,42.681465,-73.76832,Albany,NY,,2.0,,J1772,,,
46828,181114,ELEC,public,GPS,42.23297,-71.76362,Worcester,MA,,2.0,,J1772,,,
46829,181115,ELEC,public,GPS,41.697388,-71.47392,Warwick,RI,,,1.0,CHADEMO J1772COMBO,,,
46830,181116,ELEC,public,GPS,41.45039,-71.78583,Hopkinton,RI,,2.0,,J1772,,,
46831,181117,ELEC,public,GPS,41.450447,-71.78585,Hopkinton,RI,,2.0,,J1772,,,
46832,181118,ELEC,public,GPS,41.450493,-71.78584,Hopkinton,RI,,2.0,,J1772,,,
46844,181130,ELEC,public,GPS,43.329773,-73.665245,Queensbury,NY,,2.0,,J1772,,,
46845,181131,ELEC,public,GPS,43.298496,-73.67694,Queensbury,NY,,2.0,,J1772,,,
46846,181132,ELEC,public,GPS,42.620464,-73.839424,Delmar,NY,,1.0,,J1772,,,
46847,181133,ELEC,public,GPS,43.36059,-73.65705,Queensbury,NY,,2.0,,J1772,,,
46854,181140,ELEC,public,GPS,40.914648,-73.119684,Stony Brook,NY,,2.0,,J1772,,,
46883,181175,ELEC,public,GPS,42.094757,-72.60556,West Springfield,MA,,2.0,,J1772,,,
46907,181199,ELEC,public,GPS,42.395794,-72.52633,Amherst,MA,,2.0,,J1772,,,
46908,181200,ELEC,public,GPS,42.395973,-72.526466,Amherst,MA,,2.0,,J1772,,,
46909,181201,ELEC,public,GPS,42.396124,-72.526573,Amherst,MA,,2.0,,J1772,,,
46914,181207,ELEC,public,GPS,40.043134,-76.320269,Lancaster,PA,,2.0,,J1772,,,
46915,181208,ELEC,public,GPS,41.697395,-71.47377,Warwick,RI,,2.0,,J1772,,,
46916,181209,ELEC,public,GPS,41.697395,-71.47372,Warwick,RI,,2.0,,J1772,,,
46928,181233,ELEC,public,GPS,42.685726,-73.76646,Albany,NY,,2.0,,J1772,,,
46929,181234,ELEC,public,GPS,42.685814,-73.76638,Albany,NY,,2.0,,J1772,,,
46930,181235,ELEC,public,GPS,42.685856,-73.766365,Albany,NY,,2.0,,J1772,,,
46931,181236,ELEC,public,GPS,42.685658,-73.766685,Albany,NY,,2.0,,J1772,,,
46932,181237,ELEC,public,GPS,43.122196,-75.59264,Verona,NY,,2.0,,J1772,,,
46933,181238,ELEC,public,GPS,43.12216,-75.5926,Verona,NY,,2.0,,J1772,,,
46936,181241,ELEC,public,GPS,42.44998,-71.08764,Stoneham,MA,,2.0,,J1772,,,
46937,181242,ELEC,public,GPS,42.44965,-71.08639,Stoneham,MA,,2.0,,J1772,,,
46961,181267,ELEC,public,GPS,42.292797,-71.03454,Quincy,MA,,2.0,,J1772,,,
46966,181298,ELEC,public,GPS,41.736695,-71.297788,Barrington,RI,,2.0,,J1772,,,
46996,181330,ELEC,public,GPS,41.69922,-70.30306,Barnstable,MA,,2.0,,J1772,,,
46997,181331,ELEC,public,GPS,42.242977,-71.99348,Spencer,MA,,2.0,,J1772,,,
46999,181334,ELEC,public,GPS,40.704715,-74.087128,Jersey City,NJ,,2.0,,J1772,,,
47057,181423,ELEC,public,GPS,43.355152,-73.65409,Queensbury,NY,,2.0,,J1772,,,
47058,181424,ELEC,public,GPS,43.35517,-73.65409,Queensbury,NY,,2.0,,J1772,,,
47059,181425,ELEC,public,GPS,43.355194,-73.65409,Queensbury,NY,,2.0,,J1772,,,
47060,181426,ELEC,public,GPS,43.355163,-73.654071,Queensbury,NY,,2.0,,J1772,,,
47061,181427,ELEC,public,GPS,40.121076,-74.976803,Bensalem,PA,,2.0,,J1772,,,
47062,181428,ELEC,public,GPS,44.478741,-73.196106,Burlington,VT,,2.0,,J1772,,,
47107,181473,ELEC,public,GPS,43.157074,-77.599958,Rochester,NY,,2.0,,J1772,,,
47114,181482,ELEC,public,GPS,44.97131,-74.643234,Akwesasne,NY,,2.0,,J1772,,,
47115,181483,ELEC,public,GPS,39.833056,-77.236192,Gettysburg,PA,,2.0,,J1772,,,
47120,181492,ELEC,public,GPS,42.115665,-72.582376,Springfield,MA,,2.0,,J1772,,,
47145,181535,ELEC,public,GPS,42.105392,-72.59513,Springfield,MA,,2.0,,J1772,,,
47147,181537,ELEC,public,GPS,40.110126,-76.926384,Lewisberry,PA,,2.0,,J1772,,,
47153,181543,ELEC,public,GPS,41.501685,-72.096482,Norwich,CT,,2.0,,J1772,,,
47154,181544,ELEC,public,GPS,42.017486,-71.533828,Blackstone,MA,,2.0,,J1772,,,
47155,181545,ELEC,public,GPS,42.351704,-71.06311,Boston,MA,,2.0,,J1772,,,
47156,181555,ELEC,public,GPS,42.857117,-70.93257,Amesbury,MA,,2.0,,J1772,,,
47157,181556,ELEC,public,GPS,42.857098,-70.93271,Amesbury,MA,,2.0,,J1772,,,
47158,181557,ELEC,public,GPS,42.856224,-70.93311,Amesbury,MA,,2.0,,J1772,,,
47159,181558,ELEC,public,GPS,42.856926,-70.92875,Amesbury,MA,,2.0,,J1772,,,
47160,181559,ELEC,public,GPS,42.85689,-70.92871,Amesbury,MA,,2.0,,J1772,,,
47178,181578,ELEC,public,GPS,42.22325,-72.060677,East Brookfield,MA,,2.0,,J1772,,,
47203,181609,ELEC,public,GPS,40.954315,-74.032555,Oradell,NJ,,2.0,,J1772,,,
47214,181620,ELEC,public,GPS,40.686981,-75.216363,Easton,PA,,2.0,,J1772,,,
47219,181626,ELEC,public,GPS,42.1363,-71.123911,Stoughton,MA,,2.0,,J1772,,,
47220,181627,ELEC,public,GPS,42.13625,-71.124013,Stoughton,MA,,2.0,,J1772,,,
47221,181628,ELEC,public,GPS,42.24201,-70.80881,Cohasset,MA,,2.0,,J1772,,,
47222,181629,ELEC,public,GPS,42.23282,-70.80841,Cohasset,MA,,2.0,,J1772,,,
47223,181630,ELEC,public,GPS,42.23967,-70.80245,Cohasset,MA,,2.0,,J1772,,,
47224,181631,ELEC,public,GPS,42.242104,-70.80943,Cohasset,MA,,2.0,,J1772,,,
47227,181634,ELEC,public,GPS,42.591891,-72.315332,Orange,MA,,2.0,,J1772,,,
47228,181635,ELEC,public,GPS,42.850794,-73.757366,Clifton Park,NY,,2.0,,J1772,,,
47229,181636,ELEC,public,GPS,42.850567,-73.75718,Clifton Park,NY,,2.0,,J1772,,,
47230,181637,ELEC,public,GPS,42.850615,-73.757243,Clifton Park,NY,,2.0,,J1772,,,
47231,181640,ELEC,public,GPS,40.022912,-75.220189,Philadelphia,PA,,2.0,,J1772,,,
47246,181657,ELEC,public,GPS,42.523703,-71.04228,Wakefield,MA,,2.0,,J1772,,,
47250,181661,ELEC,public,GPS,40.612678,-74.178885,Staten Island,NY,,2.0,,J1772,,,
47251,181662,ELEC,public,GPS,40.612688,-74.178948,Staten Island,NY,,2.0,,J1772,,,
47252,181663,ELEC,public,GPS,40.612671,-74.17882,Staten Island,NY,,2.0,,J1772,,,
47253,181664,ELEC,public,GPS,40.612706,-74.179076,Staten Island,NY,,2.0,,J1772,,,
47258,181669,ELEC,public,GPS,41.280712,-70.09568,Nantucket,MA,,2.0,,J1772,,,
47259,181670,ELEC,public,GPS,43.11203,-77.50804,Pittsford,NY,,2.0,,J1772,,,
47261,181672,ELEC,public,GPS,40.027281,-75.227426,Philadelphia,PA,,2.0,,J1772,,,
47263,181674,ELEC,public,GPS,41.74806,-71.114929,Fall River,MA,,2.0,,J1772,,,
47264,181675,ELEC,public,GPS,41.748049,-71.114866,Fall River,MA,,2.0,,J1772,,,
47265,181676,ELEC,public,GPS,41.748034,-71.114792,Fall River,MA,,2.0,,J1772,,,
47282,181693,ELEC,public,GPS,42.485101,-71.203732,Burlington,MA,,2.0,,J1772,,,
47283,181694,ELEC,public,GPS,42.484685,-71.203548,Burlington,MA,,2.0,,J1772,,,
47284,181695,ELEC,public,GPS,42.484927,-71.203702,Burlington,MA,,2.0,,J1772,,,
47285,181696,ELEC,public,GPS,42.484907,-71.20374,Burlington,MA,,2.0,,J1772,,,
47286,181697,ELEC,public,GPS,42.484788,-71.203628,Burlington,MA,,2.0,,J1772,,,
47288,181699,ELEC,public,GPS,41.105846,-74.069285,Monsey,NY,,2.0,,J1772,,,
47289,181700,ELEC,public,GPS,42.771829,-78.796229,Hamburg,NY,,2.0,,J1772,,,
47304,181717,ELEC,public,GPS,43.331081,-73.652911,Queensbury,NY,,2.0,,J1772,,,
47305,181718,ELEC,public,GPS,42.742672,-73.83933,Albany,NY,,2.0,,J1772,,,
47307,181720,ELEC,public,GPS,40.92671,-74.0688,Paramus,NJ,,2.0,,J1772,,,
47315,181728,ELEC,public,GPS,43.192298,-77.498984,Webster,NY,,2.0,,J1772,,,
47344,181769,ELEC,public,GPS,40.497755,-74.421814,Highland Park,NJ,,1.0,,J1772,,,
47346,181772,ELEC,public,GPS,42.531037,-71.144309,Wilmington,MA,,2.0,,J1772,,,
47347,181773,ELEC,public,GPS,42.531256,-71.144489,Wilmington,MA,,2.0,,J1772,,,
47348,181774,ELEC,public,GPS,42.531173,-71.144428,Wilmington,MA,,2.0,,J1772,,,
47349,181775,ELEC,public,GPS,42.531063,-71.144349,Wilmington,MA,,2.0,,J1772,,,
47350,181776,ELEC,public,GPS,42.531136,-71.144395,Wilmington,MA,,2.0,,J1772,,,
47351,181777,ELEC,public,GPS,42.530991,-71.144297,Wilmington,MA,,2.0,,J1772,,,
47358,181784,ELEC,public,GPS,42.716551,-71.181775,Lawrence,MA,,2.0,,J1772,,,
47359,181785,ELEC,public,GPS,42.716573,-71.181801,Lawrence,MA,,2.0,,J1772,,,
47360,181786,ELEC,public,GPS,42.716672,-71.18209,Lawrence,MA,,2.0,,J1772,,,
47361,181787,ELEC,public,GPS,42.716569,-71.181985,Lawrence,MA,,2.0,,J1772,,,
47362,181789,ELEC,public,GPS,44.322773,-74.123146,Saranac Lake,NY,,2.0,,J1772,,,
47363,181790,ELEC,public,GPS,44.32277,-74.12322,Saranac Lake,NY,,2.0,,J1772,,,
47397,181824,ELEC,public,GPS,42.420373,-71.002193,Revere,MA,,2.0,,J1772,,,
47398,181825,ELEC,public,GPS,44.28713,-73.98468,Lake Placid,NY,,2.0,,J1772,,,
47410,181837,ELEC,public,GPS,42.895761,-78.868331,Buffalo,NY,,2.0,,J1772,,,
47411,181838,ELEC,public,GPS,42.895786,-78.868325,Buffalo,NY,,2.0,,J1772,,,
47412,181839,ELEC,public,GPS,42.895811,-78.868299,Buffalo,NY,,2.0,,J1772,,,
47413,181840,ELEC,public,GPS,42.895816,-78.868311,Buffalo,NY,,2.0,,J1772,,,
47414,181841,ELEC,public,GPS,42.896143,-78.868544,Buffalo,NY,,2.0,,J1772,,,
47415,181842,ELEC,public,GPS,42.896262,-78.8685,Buffalo,NY,,2.0,,J1772,,,
47416,181843,ELEC,public,GPS,42.900856,-78.863837,Buffalo,NY,,2.0,,J1772,,,
47417,181844,ELEC,public,GPS,42.900864,-78.863776,Buffalo,NY,,2.0,,J1772,,,
47418,181845,ELEC,public,GPS,42.90086,-78.863704,Buffalo,NY,,2.0,,J1772,,,
47419,181846,ELEC,public,GPS,42.90086,-78.863637,Buffalo,NY,,2.0,,J1772,,,
47420,181847,ELEC,public,GPS,42.901007,-78.863771,Buffalo,NY,,2.0,,J1772,,,
47421,181848,ELEC,public,GPS,42.901006,-78.863905,Buffalo,NY,,2.0,,J1772,,,
47422,181849,ELEC,public,GPS,42.901008,-78.863697,Buffalo,NY,,2.0,,J1772,,,
47423,181850,ELEC,public,GPS,43.09044,-76.08663,East Syracuse,NY,,2.0,,J1772,,,
47439,181866,ELEC,public,GPS,42.704044,-73.813849,Albany,NY,,2.0,,J1772,,,
47440,181867,ELEC,public,GPS,42.704074,-73.813791,Albany,NY,,2.0,,J1772,,,
47441,181868,ELEC,public,GPS,42.711919,-73.809684,Albany,NY,,2.0,,J1772,,,
47442,181869,ELEC,public,GPS,42.711859,-73.809795,Albany,NY,,2.0,,J1772,,,
47470,181897,ELEC,public,GPS,43.082428,-73.78791,Saratoga Springs,NY,,2.0,,J1772,,,
47471,181898,ELEC,public,GPS,43.082493,-73.78785,Saratoga Springs,NY,,2.0,,J1772,,,
47473,181900,ELEC,public,GPS,42.573415,-70.883503,Beverly,MA,,2.0,,J1772,,,
47474,181901,ELEC,public,GPS,42.573273,-70.883429,Beverly,MA,,1.0,,J1772,,,
47475,181902,ELEC,public,GPS,42.573304,-70.883448,Beverly,MA,,2.0,,J1772,,,
47476,181903,ELEC,public,GPS,42.825252,-73.93119,Schenectady,NY,,2.0,,J1772,,,
47477,181904,ELEC,public,GPS,42.824318,-73.931979,Schenectady,NY,,2.0,,J1772,,,
47484,181911,ELEC,public,GPS,42.857652,-70.92476,Amesbury,MA,,2.0,,J1772,,,
47485,181912,ELEC,public,GPS,42.85763,-70.924715,Amesbury,MA,,2.0,,J1772,,,
